transaction_id,user_id,timestamp,amount,latitude,longitude,device_id,ip_address,merchant_category,transaction_type,payment_channel,receiver_user_id,receiver_risk_category,device_os,app_version,network_type,failed_attempts_last_10_min,session_id,battery_level,is_international_ip,home_latitude,home_longitude,registered_device_id,avg_transaction_amount,max_transaction_amount,risk_category,account_creation_date,kyc_status,daily_transaction_limit,usual_login_time_start,usual_login_time_end,avg_transactions_per_day,registered_city,sim_registered,account_status,last_device_change_date,linked_bank_count,hour,is_night,high_amount,small_transaction
TXN_11,USER_162,2026-02-15 13:19:23,10666,15.955353,81.369452,CHA5CBZUXQ,52.133.188.128,Shopping,P2P,UPI,USER_347,High,iOS,3.7,WiFi,2,WWT1PTEVGT7R,43,No,11.8151,71.503746,5F59PKXJCM,884,10345,High,2024-01-09,Pending,150591,8:00,20:00,1,Chennai,No,Dormant,2026-08-23,1,13,False,True,False
TXN_12,USER_231,2026-02-14 12:30:23,51751,31.341886,78.298637,1TA0MR5HC9,196.25.251.165,Food,Merchant,UPI,USER_362,Medium,Android,1.9,MobileData,2,7U5RRFCKQXV0,30,Yes,31.767061,83.458941,D52LVMA68V,3487,45293,Medium,2021-11-18,Pending,153027,8:00,21:00,16,Mumbai,Yes,Dormant,2023-07-20,2,12,False,True,False
TXN_13,USER_145,2026-02-15 17:37:23,32010,8.899243,95.342446,81R13L4F5N,196.67.40.59,Travel,Merchant,QR,USER_215,High,iOS,3.8,MobileData,0,83EOE14EOXUY,69,No,30.486939,82.123832,N05Z35YC00,3074,5024,Medium,2022-12-12,Full,164706,10:00,18:00,6,Chennai,No,Dormant,2025-03-24,3,17,False,True,False
TXN_14,USER_382,2026-02-17 23:14:23,46969,32.716316,77.467471,8KBXUEZN6I,156.82.219.223,Food,P2P,UPI,USER_447,Medium,iOS,4.7,WiFi,2,83BLKLZTA3PV,62,No,22.575326,69.069797,MK6PPNPD9W,1384,11329,Medium,2022-07-27,Full,192678,9:00,18:00,13,Hyderabad,No,Active,2024-01-05,4,23,False,True,False
TXN_15,USER_356,2026-02-17 17:45:23,67281,32.61395,85.568126,SQ3D6OKPBU,90.245.193.229,Shopping,Merchant,QR,USER_430,Medium,iOS,3.6,MobileData,1,SSR43ZUAD3QD,38,No,34.850143,88.551871,7RHI068I7S,1365,9805,Low,2023-09-05,Full,173896,9:00,23:00,10,Kolkata,No,Active,2024-01-05,3,17,False,True,False
TXN_16,USER_61,2026-02-17 20:03:23,58332,29.085444,84.307604,0HUXB9O2ZX,214.205.45.71,Shopping,Merchant,QR,USER_185,High,iOS,4.8,WiFi,5,GB2WPCT3OJ7W,46,Yes,11.798147,77.135667,OLAYXV2ZMP,3701,23513,High,2021-03-05,Min,44902,8:00,18:00,18,Hyderabad,Yes,Dormant,2021-12-20,3,20,False,True,False
TXN_17,USER_136,2026-02-18 16:12:23,93195,27.317548,87.248981,US461IN6G1,137.120.250.219,Utilities,Merchant,QR,USER_259,Medium,Android,2.8,WiFi,0,EWESUVAEKNMB,48,No,35.82765,94.352377,4V0IUNC07Z,1729,23233,Medium,2024-12-27,Min,35775,9:00,18:00,5,Mumbai,No,Dormant,2026-09-15,1,16,False,True,False
TXN_18,USER_324,2026-02-17 15:47:23,28595,23.498485,79.652771,SPEZIB0O9C,182.17.238.189,Electronics,Merchant,Intent,USER_483,Low,iOS,5.8,MobileData,3,I0LMTVBLYE8L,22,Yes,22.927554,84.062272,PMVJGGY3P4,521,48875,High,2021-10-05,Pending,143483,6:00,20:00,18,Bangalore,Yes,Dormant,2023-07-01,4,15,False,True,False
TXN_19,USER_440,2026-02-18 13:04:23,30552,19.872707,82.151055,K06YCHCR23,12.185.49.69,Electronics,Merchant,Collect,USER_319,Medium,iOS,1.0,VPN,1,63INGJ9FU07T,21,Yes,27.495534,88.999281,NSGFG9BFWR,2336,46735,Medium,2025-03-17,Pending,99992,10:00,20:00,5,Mumbai,No,Dormant,2027-11-26,3,13,False,True,False
TXN_20,USER_120,2026-02-18 15:27:23,10840,30.253799,83.78008,K23AZKKAXE,102.126.237.48,Food,Merchant,Collect,USER_65,Medium,iOS,2.2,MobileData,2,TMRTQUR9H4XL,59,No,31.78843,81.111355,RV7YJ9TZWM,4268,14466,Low,2025-05-30,Full,63315,7:00,21:00,9,Kolkata,Yes,Active,2026-10-23,5,15,False,True,False
TXN_21,USER_365,2026-02-13 12:54:23,4106,16.272397,91.386235,08PY47R31K,183.232.239.144,Shopping,Merchant,UPI,USER_186,Low,iOS,5.1,VPN,3,RQQV7CH8Z1T9,67,No,9.751273,96.503635,99JK6U72Y9,2367,19767,Medium,2022-05-29,Min,130653,8:00,20:00,13,Kolkata,Yes,Active,2023-03-07,4,12,False,False,False
TXN_22,USER_388,2026-02-15 08:08:23,79568,9.116425,86.861892,KNEFUZM1O8,162.251.6.255,Electronics,Merchant,QR,USER_276,Medium,iOS,5.5,WiFi,0,412SZ93RICIM,53,No,35.431842,72.195413,TQ78JH8KP0,1628,24337,Low,2021-06-12,Full,11281,7:00,20:00,7,Bangalore,No,Dormant,2022-01-29,3,8,False,True,False
TXN_23,USER_343,2026-02-12 20:04:23,59200,19.604281,86.521334,XIQYREG0HQ,248.59.92.187,Electronics,Merchant,UPI,USER_192,Low,Android,2.5,MobileData,1,419EALV9VU2I,75,Yes,8.850284,95.715096,C5AVEF257U,4119,45067,Low,2025-04-04,Full,177672,7:00,22:00,2,Delhi,No,Dormant,2026-05-06,4,20,False,True,False
TXN_24,USER_420,2026-02-12 15:26:23,86465,30.921887,73.021852,ONLAXAH4VJ,107.210.39.217,Electronics,Merchant,UPI,USER_42,Low,Android,5.6,VPN,1,QBBNNRGBQMRD,63,No,8.234081,89.056651,SUQXBSSTAV,2042,36241,High,2022-10-11,Pending,149834,10:00,23:00,8,Mumbai,Yes,Active,2023-04-24,5,15,False,True,False
TXN_25,USER_334,2026-02-17 11:40:23,5590,22.19567,77.036631,4Y2DW5E07G,224.102.5.142,Utilities,Merchant,QR,USER_497,High,Android,1.3,VPN,1,947DJZIHMU0I,25,No,33.64821,70.433078,OS0DYT7CLD,4552,34987,Medium,2025-04-28,Full,82025,6:00,20:00,11,Hyderabad,No,Dormant,2026-12-22,1,11,False,False,False
TXN_26,USER_473,2026-02-17 03:26:23,84772,11.789454,68.300808,8VE7ALKB7L,2.52.106.42,Food,Merchant,Intent,USER_291,High,Android,4.8,MobileData,0,221AB4G68JB0,97,No,9.925535,76.293449,824LWUMTJZ,3874,31345,Low,2024-02-18,Min,43629,6:00,18:00,16,Bangalore,Yes,Active,2024-08-05,4,3,True,True,False
TXN_27,USER_132,2026-02-14 13:24:23,765,12.053227,79.619435,TPXS4035TY,255.182.199.171,Utilities,Merchant,UPI,USER_254,Low,Android,4.1,VPN,5,9QARGT9Y170T,99,No,28.082973,74.937037,2NJY2H6X3B,3127,18544,Medium,2021-05-21,Min,125797,9:00,20:00,2,Bangalore,No,Dormant,2022-04-27,2,13,False,False,True
TXN_28,USER_426,2026-02-17 19:40:23,8261,21.456666,92.217307,AHK4Q8DUB5,226.233.186.67,Food,Merchant,Collect,USER_386,Low,Android,4.0,VPN,2,U3HCCLCGTEJL,94,Yes,18.733651,77.836459,5ZG5CN85IM,3931,14741,Medium,2025-10-12,Min,154288,7:00,23:00,13,Delhi,No,Dormant,2027-08-31,2,19,False,False,False
TXN_29,USER_175,2026-02-16 09:55:23,73042,30.175171,81.966045,5SI163PGHV,142.83.164.71,Electronics,P2P,Collect,USER_317,Low,iOS,5.7,WiFi,5,NV1Y6RTQGWEF,85,No,36.374591,94.099329,HUJEKY9WW5,1684,12692,High,2022-08-09,Min,196855,7:00,19:00,13,Mumbai,No,Active,2025-01-15,5,9,False,True,False
TXN_30,USER_78,2026-02-14 14:04:23,75152,24.374514,76.149754,5M9BZU9W1O,248.215.234.212,Utilities,Merchant,Intent,USER_69,Medium,Android,3.8,MobileData,2,EQ3AA5N6Y3PG,73,Yes,18.834831,70.40446,UA1CLKLNN6,580,37708,Low,2025-02-10,Pending,83473,8:00,18:00,9,Kolkata,Yes,Dormant,2026-09-20,5,14,False,True,False
TXN_31,USER_310,2026-02-12 17:18:23,7027,22.08355,74.392125,L077MP8PTF,12.28.184.118,Electronics,Merchant,Intent,USER_21,Medium,iOS,2.8,VPN,3,C5974INZJ0UC,64,Yes,15.026162,94.182243,NCMC3H2K2V,2891,9365,Low,2024-06-08,Pending,39143,9:00,23:00,7,Chennai,Yes,Dormant,2025-02-14,3,17,False,False,False
TXN_32,USER_354,2026-02-15 07:54:23,82100,14.871161,93.161369,KLDY76H15F,74.97.67.229,Travel,Merchant,Collect,USER_120,Medium,Android,3.6,WiFi,2,LTQ2AZCZ3IN3,74,Yes,28.93918,96.272126,LTZBWPSK5G,3660,40859,High,2025-03-10,Pending,33510,7:00,22:00,18,Delhi,No,Dormant,2025-06-15,3,7,False,True,False
TXN_33,USER_169,2026-02-16 22:03:23,83890,27.300973,86.703078,0W7FNXW854,36.235.107.45,Food,Merchant,Intent,USER_431,Low,iOS,2.6,MobileData,4,KKLPJYQ8C320,70,Yes,20.059331,78.840762,L12ZV23YI6,4766,26088,High,2025-07-07,Full,44818,8:00,20:00,5,Chennai,No,Dormant,2026-01-26,5,22,False,True,False
TXN_34,USER_247,2026-02-13 05:10:23,53980,24.200151,91.836422,J01SKBAQ14,146.163.124.95,Travel,Merchant,QR,USER_287,High,Android,2.3,VPN,2,DNQR419C3JS7,6,No,34.050908,96.191517,AQ8RWXTWI8,3895,30960,Low,2024-07-21,Min,15482,8:00,21:00,6,Hyderabad,No,Dormant,2026-07-25,1,5,True,True,False
TXN_35,USER_263,2026-02-16 07:40:23,59998,35.129751,84.333247,L8JVTY9HXR,127.191.205.16,Travel,Merchant,Collect,USER_335,Medium,Android,5.4,WiFi,4,S67ZQWLSTWQI,6,Yes,10.124302,85.228731,NW31FCMCPQ,1566,32208,Low,2024-09-09,Full,71068,9:00,23:00,10,Bangalore,Yes,Active,2024-12-22,5,7,False,True,False
TXN_36,USER_158,2026-02-12 21:33:23,22372,31.179913,76.448051,5Z7UR5VC15,14.54.109.126,Electronics,P2P,UPI,USER_271,High,iOS,5.3,WiFi,1,RC0ZLA84ENLD,84,No,19.05067,71.384517,AYKCE8O9NV,2067,39047,Low,2020-12-17,Full,50619,9:00,21:00,16,Bangalore,Yes,Dormant,2021-09-06,5,21,False,True,False
TXN_37,USER_422,2026-02-16 08:19:23,8686,19.700857,72.771902,JQMBJT5V8M,163.219.128.165,Shopping,P2P,QR,USER_345,High,Android,4.1,VPN,3,TSY7S6RV2C4P,76,No,10.490409,70.714498,BO10XIGYI3,2524,26632,High,2025-11-21,Pending,88907,7:00,22:00,8,Hyderabad,Yes,Active,2027-10-30,2,8,False,False,False
TXN_38,USER_106,2026-02-14 12:16:23,10247,36.769296,93.13081,IMS1WNT02I,40.42.6.107,Shopping,Merchant,Collect,USER_271,High,Android,5.2,WiFi,3,4BSK6LF6AB3X,47,No,11.406202,84.083685,C3J7CBWMXJ,1398,27095,Medium,2022-06-28,Min,161478,7:00,22:00,12,Bangalore,No,Active,2024-10-18,3,12,False,True,False
TXN_39,USER_394,2026-02-15 21:12:23,61289,35.581493,69.61245,1R4YFJQE5Q,248.231.249.9,Food,P2P,Intent,USER_165,Low,iOS,3.9,VPN,2,LF3F265XKXYV,17,No,9.508993,84.642198,FOCCOFYKOX,4283,40294,Low,2023-01-17,Min,116491,8:00,22:00,15,Chennai,Yes,Active,2024-09-30,4,21,False,True,False
TXN_40,USER_286,2026-02-18 17:01:23,36213,15.968874,81.911717,CUZP231GIE,149.44.23.167,Food,P2P,Collect,USER_191,Medium,iOS,5.5,MobileData,1,J59V4I5LPU1C,17,No,26.870235,68.205901,F6ST7GKOML,1685,17771,Medium,2025-09-06,Pending,105011,6:00,23:00,11,Delhi,No,Active,2028-05-20,3,17,False,True,False
TXN_41,USER_90,2026-02-18 09:49:23,52783,18.640688,79.791101,W2PKV5TOZF,74.36.108.145,Electronics,Merchant,QR,USER_247,High,iOS,4.9,MobileData,2,0D1U5TNCTATN,57,Yes,32.207318,85.411108,MAJ3QKDNEX,583,46834,Medium,2020-10-26,Min,75358,7:00,21:00,18,Chennai,No,Dormant,2022-09-27,3,9,False,True,False
TXN_42,USER_361,2026-02-16 08:18:23,37863,33.006705,86.862939,KYUPH2FJ0C,107.115.209.187,Shopping,Merchant,Intent,USER_151,Low,iOS,5.2,MobileData,3,4M2OMCJS5VD7,16,No,21.388325,94.399104,FXFY4VJ1EU,4120,31800,Medium,2022-06-01,Min,108172,9:00,19:00,13,Hyderabad,No,Dormant,2022-12-27,2,8,False,True,False
TXN_43,USER_269,2026-02-16 23:52:23,37373,24.439044,87.641237,OU5VDPLSFB,59.157.154.45,Electronics,P2P,Intent,USER_384,Low,iOS,3.1,VPN,3,1GGCIR94UB1X,27,Yes,35.761183,94.508,Y7S8JET5R3,1845,34615,Medium,2023-03-28,Pending,53227,7:00,20:00,7,Chennai,No,Dormant,2023-12-11,1,23,False,True,False
TXN_44,USER_164,2026-02-13 04:25:23,1840,23.41354,74.738479,OR9RKRDSWG,29.145.144.112,Utilities,P2P,QR,USER_240,Medium,Android,1.5,MobileData,3,3A8E87R15P1T,15,Yes,12.01113,96.876487,T9BRAXQVCA,4405,15222,Low,2022-05-15,Min,29804,7:00,23:00,1,Bangalore,Yes,Active,2024-03-07,3,4,True,False,True
TXN_45,USER_237,2026-02-12 21:27:23,94442,12.303972,91.003003,H12KI5ZJU1,224.170.210.148,Travel,Merchant,QR,USER_460,Low,iOS,1.7,WiFi,4,4N32MKOYOV17,93,Yes,28.440919,70.741219,TXAW1KZ64E,4426,12183,High,2025-02-15,Full,159477,9:00,18:00,10,Chennai,Yes,Active,2027-07-15,4,21,False,True,False
TXN_46,USER_152,2026-02-13 13:28:23,55170,31.264679,74.022888,GHVQQWBISY,85.86.131.67,Travel,Merchant,Collect,USER_145,High,iOS,1.0,MobileData,1,H8MHBBG9S2R7,17,Yes,28.62743,90.100781,OM4MQURD40,1584,17857,High,2020-10-08,Min,167838,9:00,19:00,20,Chennai,No,Active,2020-12-04,1,13,False,True,False
TXN_47,USER_132,2026-02-14 18:35:23,50793,19.393209,71.375646,IY04YJTJHF,60.174.182.43,Food,Merchant,Collect,USER_314,Medium,iOS,1.0,WiFi,0,1DY89F0YFK0W,92,Yes,28.082973,74.937037,2NJY2H6X3B,3127,18544,Medium,2021-05-21,Min,125797,9:00,20:00,2,Bangalore,No,Dormant,2022-04-27,2,18,False,True,False
TXN_48,USER_399,2026-02-14 16:34:23,64474,10.78368,80.420191,1RJ40H3ONB,232.170.26.123,Food,Merchant,QR,USER_250,Medium,Android,1.0,WiFi,3,OTY8F6TBUAQA,14,No,18.653596,71.181151,W3Y9NNQV9R,2534,19986,Medium,2021-09-23,Full,94805,8:00,22:00,8,Kolkata,No,Active,2021-12-20,5,16,False,True,False
TXN_49,USER_370,2026-02-17 02:23:23,77786,30.999056,74.768814,64VECXDL5H,147.138.29.49,Electronics,Merchant,QR,USER_218,High,Android,5.2,VPN,4,XLJ4WTZADGD1,93,Yes,8.455868,79.28154,TJJ4IE2PBS,3765,48804,High,2022-05-10,Full,38709,9:00,22:00,12,Delhi,No,Dormant,2023-02-25,3,2,True,True,False
TXN_50,USER_489,2026-02-14 12:26:23,25854,35.891022,83.711644,ZQC1YJJIEV,35.206.216.10,Shopping,Merchant,Collect,USER_87,Medium,iOS,3.0,WiFi,5,GSZOAQ59CTH0,36,Yes,28.220675,91.525546,RS9HXWEUJU,1568,35006,High,2023-03-20,Pending,198321,6:00,21:00,17,Delhi,No,Active,2024-10-26,2,12,False,True,False
TXN_51,USER_228,2026-02-13 09:20:23,15288,20.48976,91.870793,SP4HFQ0D99,167.247.40.71,Shopping,P2P,Collect,USER_166,Medium,Android,5.4,WiFi,1,6X7UGY99BWXF,47,Yes,36.723137,72.06596,QXRIXUGZO5,4801,35377,Low,2023-01-11,Full,28326,10:00,21:00,18,Delhi,No,Active,2023-10-26,3,9,False,True,False
TXN_52,USER_311,2026-02-15 16:22:23,257,8.383118,87.383041,E8F8AEXNOY,87.226.12.141,Food,Merchant,Collect,USER_204,High,Android,2.5,MobileData,4,K1B1CCQ6444X,65,Yes,27.018496,79.656524,323UJ4V4M5,3147,10291,High,2024-06-03,Min,90189,7:00,22:00,5,Hyderabad,Yes,Dormant,2026-01-19,4,16,False,False,True
TXN_53,USER_195,2026-02-14 13:50:23,71785,25.558873,79.353429,59259XOA1P,40.43.59.80,Travel,P2P,Collect,USER_380,High,Android,1.9,WiFi,1,DY6KZYD92BCM,46,Yes,9.344156,80.744465,7WQES12MJX,3977,35390,Medium,2022-08-13,Full,58453,8:00,23:00,12,Mumbai,Yes,Dormant,2024-04-19,4,13,False,True,False
TXN_54,USER_373,2026-02-18 01:39:23,16,32.017809,92.66396,LN4JN164ZJ,159.39.247.83,Food,P2P,QR,USER_66,High,Android,2.0,WiFi,5,E4L6DLMOBVUG,40,No,21.506194,90.719271,77PLLPB5MK,3443,9551,High,2025-04-04,Min,87268,6:00,23:00,19,Bangalore,No,Dormant,2027-04-23,5,1,True,False,True
TXN_55,USER_52,2026-02-13 21:22:23,89970,35.459419,77.11087,859HEKSI9R,161.239.6.188,Utilities,Merchant,QR,USER_197,Medium,iOS,1.1,VPN,1,ZCQL6LMY87KU,31,Yes,25.135555,79.283712,GIUNM2B363,3142,24896,High,2025-10-18,Min,54483,7:00,22:00,16,Hyderabad,No,Dormant,2027-08-04,1,21,False,True,False
TXN_56,USER_168,2026-02-16 17:08:23,82676,11.028932,79.33701,S5OTP6Y31D,162.131.187.110,Electronics,P2P,UPI,USER_160,Low,iOS,5.4,VPN,2,858K5JMRYN5J,23,Yes,27.952009,70.705321,D8KLLQC3J8,967,20393,Low,2023-10-11,Full,150392,7:00,20:00,1,Delhi,No,Active,2026-06-22,1,17,False,True,False
TXN_57,USER_292,2026-02-18 12:43:23,11560,21.040948,89.287519,FIZY1XU7LQ,233.116.106.185,Utilities,P2P,Collect,USER_222,Low,iOS,5.5,MobileData,0,KGY7QYCTZRO3,44,Yes,14.885634,93.754611,VF9LPU95VZ,4055,29100,High,2023-11-27,Full,82996,8:00,23:00,1,Bangalore,No,Dormant,2026-04-04,5,12,False,True,False
TXN_58,USER_414,2026-02-13 07:31:23,16624,21.659611,80.573383,S5FY905VTJ,233.137.216.1,Shopping,P2P,QR,USER_57,High,Android,2.4,VPN,2,HHNL7XDTK4KD,51,Yes,10.699461,74.140813,N9Z3PCW5Q6,1559,10181,Low,2022-03-01,Min,149064,9:00,19:00,20,Kolkata,No,Dormant,2024-06-05,4,7,False,True,False
TXN_59,USER_466,2026-02-17 23:59:23,1136,32.51829,91.382964,KF6EKDQ6HE,162.155.15.203,Electronics,P2P,QR,USER_345,High,iOS,4.1,VPN,1,6LENJ7J06WZB,75,Yes,35.698636,76.256325,PRGGQNS6NT,1114,43949,High,2023-03-18,Full,139824,10:00,23:00,2,Mumbai,Yes,Dormant,2025-07-25,2,23,False,False,True
TXN_60,USER_257,2026-02-13 05:42:23,93637,19.104962,91.469328,22GB3C8XGX,27.251.112.156,Shopping,P2P,Collect,USER_307,Medium,iOS,3.7,MobileData,3,WZR2M24V8Z5U,37,No,9.167346,74.694231,MRHX1F0EVX,739,24402,Low,2023-05-13,Min,30806,9:00,20:00,14,Bangalore,Yes,Active,2023-09-05,5,5,True,True,False
TXN_61,USER_34,2026-02-15 00:44:23,10813,13.378984,89.790497,A0II2YJFGC,110.109.29.119,Utilities,P2P,Collect,USER_387,High,iOS,3.2,WiFi,4,7KCL44ANFCF0,86,Yes,12.439407,93.234304,L5D1TBM87N,2303,7318,Medium,2024-06-12,Pending,59310,6:00,23:00,6,Mumbai,Yes,Active,2024-09-18,2,0,True,True,False
TXN_62,USER_216,2026-02-17 23:08:23,27743,9.312582,92.57949,0KE20A7L1J,81.221.109.57,Travel,Merchant,Collect,USER_356,Medium,iOS,4.4,MobileData,1,CD2W8V2FZZOO,67,No,31.383925,70.002457,GOFYCYTQK2,4042,33593,High,2021-11-11,Full,153045,8:00,19:00,4,Hyderabad,No,Dormant,2022-08-16,2,23,False,True,False
TXN_63,USER_215,2026-02-16 08:28:23,41977,35.046113,74.590743,M7FZWU4QX4,128.37.106.51,Food,P2P,UPI,USER_76,High,iOS,2.7,MobileData,2,YHYX4E32LUJ0,81,No,23.534326,82.753495,PK8Y2MDL42,2585,12050,High,2021-03-17,Full,105985,6:00,20:00,5,Hyderabad,No,Active,2023-12-11,1,8,False,True,False
TXN_64,USER_389,2026-02-14 11:15:23,72637,23.904403,74.865892,69ZOO8O3DP,30.111.80.154,Shopping,Merchant,UPI,USER_340,High,Android,2.8,VPN,5,KSC9T5Z2TCFH,38,Yes,26.140732,73.525726,8Q6BKS1G4W,1930,44416,High,2025-01-06,Pending,17215,8:00,18:00,7,Mumbai,No,Dormant,2027-07-12,5,11,False,True,False
TXN_65,USER_358,2026-02-16 20:07:23,909,30.535749,87.689281,KIW7GY6P2W,42.174.218.121,Travel,Merchant,Collect,USER_488,Low,Android,4.1,MobileData,4,OR5UHW4GJNMQ,39,No,30.857373,71.522743,4PRYZRPK1Z,4916,29047,Medium,2023-01-06,Pending,101338,9:00,21:00,16,Bangalore,Yes,Active,2023-06-23,3,20,False,False,True
TXN_66,USER_389,2026-02-18 15:06:23,35031,13.908644,86.971781,RBYBCM9PL9,182.13.208.114,Utilities,P2P,Collect,USER_48,Medium,iOS,3.5,WiFi,0,JMGZ6DXLQ4B2,33,No,26.140732,73.525726,8Q6BKS1G4W,1930,44416,High,2025-01-06,Pending,17215,8:00,18:00,7,Mumbai,No,Dormant,2027-07-12,5,15,False,True,False
TXN_67,USER_500,2026-02-17 11:29:23,52027,31.159433,84.886028,19D50OM3M1,61.12.156.104,Shopping,P2P,Collect,USER_308,Medium,Android,5.5,MobileData,2,QS1R18ZY4VI5,34,Yes,12.883763,89.364216,YDIFF8IA8B,2098,49958,Low,2023-08-11,Pending,152842,8:00,23:00,6,Chennai,No,Dormant,2023-12-15,4,11,False,True,False
TXN_68,USER_346,2026-02-13 06:55:23,52026,19.774208,72.997735,22OJ5EEG63,211.152.178.47,Food,P2P,UPI,USER_205,Low,iOS,2.2,MobileData,5,HIPZ1L9YKFBX,9,Yes,34.839664,74.939236,JCWACV3NLW,4099,31261,Low,2024-08-28,Min,197211,6:00,19:00,16,Delhi,No,Dormant,2027-01-10,4,6,False,True,False
TXN_69,USER_287,2026-02-17 02:29:23,47839,28.911328,91.933188,4PP14GU61P,166.220.209.7,Shopping,P2P,Collect,USER_107,Medium,Android,4.6,VPN,1,GH9XQSHAWJP5,74,No,26.918802,92.678076,QCFHLWTUZW,1882,27869,High,2021-06-28,Pending,142381,10:00,19:00,11,Kolkata,No,Dormant,2021-09-30,5,2,True,True,False
TXN_70,USER_93,2026-02-15 17:40:23,74235,8.731305,90.917741,3DSIAHSW2P,213.141.251.39,Food,Merchant,UPI,USER_102,Low,Android,2.6,MobileData,0,QE74FQFZ9WYK,21,No,14.445928,72.911805,FXX3TFQQPG,3620,18098,Medium,2023-03-01,Min,164504,10:00,21:00,4,Delhi,Yes,Dormant,2025-08-28,1,17,False,True,False
